Tanggal,Rekening_Asal,Rekening_Tujuan,Jumlah,Jenis_Belanja,Deskripsi,Is_Anomaly
2023-03-29,ACC_PPATK_078_204,ACC_BPJS_NA_016,5314462576.86,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-09-28,ACC_KEMENAG_025_997,ACC_KEU_015_397,15505721788.63,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-11-26,ACC_KEMENAG_025_820,ACC_ESDM_020_845,27616281741.76,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-05,ACC_KEMENPAREKRAF_040_639,ACC_KEMENHUB_022_775,26838775435.47,Belanja Barang,Penyewaan jasa kebersihan,0
2023-12-21,ACC_PERT_018_255,ACC_KEMENPAREKRAF_040_143,14250179658.52,Belanja Subsidi,Pembayaran subsidi,0
2023-01-11,ACC_KES_024_620,ACC_PUPR_033_026,8835682091.36,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-05-31,ACC_KEMENPERIN_019_221,ACC_BPK_004_853,33468723857.35,Belanja Lain-lain,Pembayaran kupon SUN,1
2023-05-24,ACC_KEMENDIKBUD_023_990,ACC_KEMENPAREKRAF_040_189,14383138923.06,Belanja Modal,Pembayaran termin proyek resmi,0
2023-04-14,ACC_KEMENDAGRI_010_336,ACC_KEMENPERIN_019_671,8695457695.1,Belanja Lain-lain,Belanja tak terduga,0
2023-12-23,ACC_ESDM_020_256,ACC_KEMENDAGRI_010_353,9407199832.18,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-12,ACC_KEMENDAGRI_010_837,ACC_PUPR_033_950,7197430251.73,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-08-14,ACC_ESDM_020_845,ACC_KEMENAG_025_615,9395699558.25,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-27,ACC_SOS_027_590,ACC_KEMENDIKBUD_023_075,13198657827.52,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-02-25,ACC_KES_024_105,ACC_KEMENHAN_012_200,5690507586.29,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-11-03,ACC_KEMENAG_025_586,ACC_SOS_027_683,4588868286.43,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-03-24,ACC_KEMENDAG_090_182,ACC_KEMENDAGRI_010_307,19255211338.39,Belanja Subsidi,Subsidi energi,0
2023-01-04,ACC_PERT_018_863,ACC_PPATK_078_914,15291994234.74,Belanja Barang,Belanja pemeliharaan rutin,0
2023-04-08,ACC_KEMENESDM_020_420,ACC_KEMENPAREKRAF_040_101,5329311334.01,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-02,ACC_PERT_018_309,ACC_BPJS_NA_658,4999242529.32,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-08-14,ACC_BPJS_NA_105,ACC_KEMENPERIN_019_974,138583728943.65,Belanja Subsidi,Subsidi bunga kredit program,0
2023-09-12,ACC_BPK_004_429,ACC_BRIN_124_434,30992098680.54,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-06-16,ACC_PERT_018_864,ACC_KEMENLU_011_730,17431959773.41,Belanja Subsidi,Subsidi bunga kredit program,0
2023-09-08,ACC_PPATK_078_859,ACC_BPJS_NA_856,3135310023.75,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-05-30,ACC_ESDM_020_132,ACC_PERT_018_433,57730066693.67,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-20,ACC_BPJS_NA_199,ACC_KEMENAG_025_215,29275452423.29,Belanja Barang,Belanja pemeliharaan rutin,0
2023-08-27,ACC_KEMENAG_025_927,ACC_PUPR_033_367,18521889691.51,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-02-20,ACC_KEMENPERIN_019_811,ACC_KEMENDAGRI_010_610,26234067658.04,Belanja Lain-lain,Belanja tak terduga,0
2023-07-04,ACC_KEMENESDM_020_367,ACC_KEMENAG_025_461,2316470998.79,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-07-14,ACC_KEMENPAREKRAF_040_214,ACC_ESDM_020_369,8729255076.85,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-11-01,ACC_PPATK_078_588,ACC_KES_024_311,9397953243.7,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-07-15,ACC_KEMENHAN_012_863,ACC_KEMENDAGRI_010_044,19171068879.53,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-07-26,ACC_KEMENESDM_020_151,ACC_KES_024_668,16994640346.22,Belanja Barang,Penyewaan jasa kebersihan,0
2023-05-25,ACC_KEMENKOPUKM_044_037,ACC_KEU_015_333,35179977138.57,Belanja Barang,Penyewaan jasa kebersihan,0
2023-12-22,ACC_KOMINFO_059_468,ACC_BPK_004_820,7927129583.83,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-10-27,ACC_KEMENHAN_012_007,ACC_POLRI_060_761,14336991530.73,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-11-21,ACC_PPATK_078_055,ACC_KEU_015_778,12840477852.34,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-10-24,ACC_KEMENLU_011_973,ACC_KEMENKOPUKM_044_231,17062411257.1,Belanja Modal,Pengadaan aset TIK,0
2023-05-08,ACC_PERT_018_691,ACC_BPS_054_405,56118207927.98,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-04-02,ACC_KEMENLU_011_881,ACC_KEMENHAN_012_743,7932806213.45,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-05-25,ACC_KEMENLU_011_069,ACC_SOS_027_058,16397307783.71,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-04,ACC_KEMENAG_025_445,ACC_KEMENESDM_020_296,10174175150.25,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-10-19,ACC_PERT_018_378,ACC_KEMENKOPUKM_044_620,17267072165.07,Belanja Modal,Pembayaran termin proyek resmi,0
2023-09-19,ACC_PUPR_033_825,ACC_KEMENDAG_090_897,41510128447.62,Belanja Modal,Pembayaran termin proyek resmi,0
2023-03-21,ACC_KEMENDAGRI_010_824,ACC_POLRI_060_238,39952595808.21,Belanja Subsidi,Pembayaran subsidi,0
2023-07-01,ACC_KES_024_025,ACC_KEMENDAGRI_010_156,19324577333.24,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-02-26,ACC_KEMENLU_011_605,ACC_PERT_018_019,3563686567.63,Belanja Barang,Pengadaan barang operasional,0
2023-07-12,ACC_KEMENHUB_022_237,ACC_KES_024_387,15224459475.3,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-06-02,ACC_KEMENPERIN_019_639,ACC_KEMENPAREKRAF_040_237,8457128916.43,Belanja Subsidi,Pembayaran subsidi,0
2023-02-24,ACC_BPS_054_980,ACC_KEMENESDM_020_436,3515857051.12,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-07-17,ACC_KEMENPERIN_019_371,ACC_BPS_054_373,9277230752.89,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-03-28,ACC_PUPR_033_201,ACC_SOS_027_849,38103648189.45,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-04-28,ACC_KOMINFO_059_703,ACC_BPS_054_554,20121582591.4,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-10-03,ACC_BRIN_124_329,ACC_KEMENDAG_090_017,14603967547.56,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-01-19,ACC_BPK_004_529,ACC_SOS_027_837,30992904851.75,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-09-03,ACC_KEMENLU_011_763,ACC_KEMENAG_025_967,13755250890.94,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-29,ACC_ESDM_020_670,ACC_PUPR_033_204,7795292847.8,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,1
2023-10-12,ACC_KEU_015_969,ACC_BPS_054_196,10058461562.16,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-02-26,ACC_KEMENDAG_090_723,ACC_BRIN_124_780,19725973224.45,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-13,ACC_KOMINFO_059_344,ACC_SOS_027_715,31059303337.87,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-09-09,ACC_KOMINFO_059_265,ACC_PERT_018_271,3814896669.74,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-07-07,ACC_KES_024_419,ACC_KEMENPAREKRAF_040_726,4802124212.78,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-08-01,ACC_KEMENDAG_090_433,ACC_KEMENLU_011_109,67634913695.25,Belanja Subsidi,Subsidi pangan,0
2023-02-16,ACC_KEMENPAREKRAF_040_379,ACC_BRIN_124_827,8842780616.09,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-01-27,ACC_KES_024_732,ACC_KEMENESDM_020_530,15101290413.79,Belanja Barang,Belanja internet dan komunikasi,0
2023-03-23,ACC_KEMENLU_011_428,ACC_PERT_018_584,6933295810.44,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-07,ACC_KEMENLU_011_955,ACC_KEMENHAN_012_511,9889668798.83,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-07-20,ACC_KEMENKOPUKM_044_494,ACC_PUPR_033_200,48128823457.83,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-07-23,ACC_KEMENKOPUKM_044_194,ACC_POLRI_060_235,18327351917.67,Belanja Lain-lain,Belanja tak terduga,0
2023-06-08,ACC_POLRI_060_279,ACC_KEMENAG_025_816,8179892295.33,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-07-04,ACC_ESDM_020_351,ACC_BPJS_NA_140,5262621985.92,Belanja Subsidi,Pembayaran subsidi,0
2023-04-18,ACC_KES_024_178,ACC_BRIN_124_810,4581286886.26,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-03-15,ACC_KEMENHUB_022_463,ACC_BPS_054_990,13860565106.93,Belanja Barang,Belanja internet dan komunikasi,0
2023-01-17,ACC_BPK_004_196,ACC_KEMENHUB_022_327,22908627919.61,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-29,ACC_KEMENLU_011_674,ACC_KEMENDIKBUD_023_710,30225323006.81,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-02-14,ACC_KEMENHUB_022_314,ACC_BRIN_124_179,66698170158.73,Belanja Modal,Pengadaan aset TIK,0
2023-01-03,ACC_KEMENAG_025_214,ACC_BPK_004_854,13189208260.69,Belanja Barang,Belanja pemeliharaan rutin,0
2023-03-08,ACC_KEMENDAG_090_509,ACC_KES_024_332,25035657795.42,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-11-18,ACC_BPJS_NA_004,ACC_PUPR_033_138,11067987471.77,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-01-17,ACC_KEMENAG_025_052,ACC_KEMENDIKBUD_023_646,8220275159.85,Belanja Barang,Belanja internet dan komunikasi,0
2023-01-04,ACC_BRIN_124_152,ACC_KEMENPERIN_019_955,7759079824.67,Belanja Subsidi,Subsidi energi,0
2023-11-20,ACC_SOS_027_869,ACC_KEMENKOPUKM_044_168,20083039528.37,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-10-23,ACC_PERT_018_461,ACC_KOMINFO_059_324,6530266399.66,Belanja Subsidi,Subsidi energi,0
2023-05-21,ACC_ESDM_020_667,ACC_PUPR_033_262,10445291093.57,Belanja Subsidi,Subsidi pangan,0
2023-09-15,ACC_KES_024_761,ACC_BRIN_124_589,13453742214.77,Belanja Pembayaran Bunga Utang,Pembayaran subsidi,1
2023-11-04,ACC_KOMINFO_059_348,ACC_KEMENESDM_020_171,17142521214.67,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-11-19,ACC_KEMENPERIN_019_227,ACC_POLRI_060_444,5463792040.34,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-08-04,ACC_PPATK_078_581,ACC_KES_024_084,17143507051.46,Belanja Modal,Pembayaran termin proyek resmi,0
2023-12-19,ACC_KEMENLU_011_057,ACC_KEMENHUB_022_040,32752683414.84,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-05-08,ACC_KEMENHUB_022_173,ACC_KEMENDAGRI_010_547,144868737236.39,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-11-23,ACC_KEMENDIKBUD_023_117,ACC_KEMENKOPUKM_044_184,39068397997.92,Belanja Modal,Pembayaran termin proyek resmi,0
2023-04-26,ACC_BPJS_NA_162,ACC_KEMENPERIN_019_579,5022921692.44,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-03-07,ACC_SOS_027_070,ACC_BPS_054_809,9471731599.39,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-20,ACC_ESDM_020_441,ACC_KEMENAG_025_738,3771331435.57,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-05-25,ACC_KEMENAG_025_557,ACC_SOS_027_395,6732732352.79,Belanja Barang,Pengadaan barang operasional,0
2023-04-01,ACC_KEMENAG_025_750,ACC_SOS_027_070,9133394054.03,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-12-01,ACC_KEMENHUB_022_764,ACC_KEMENHAN_012_369,17386387209.52,Belanja Barang,Belanja pemeliharaan rutin,0
2023-06-14,ACC_POLRI_060_049,ACC_KEMENLU_011_052,24863942628.66,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-10-01,ACC_KEMENAG_025_166,ACC_KEMENPERIN_019_374,9471571178.05,Belanja Barang,Belanja pemeliharaan rutin,0
2023-08-31,ACC_PUPR_033_479,ACC_PERT_018_832,15342780262.43,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-23,ACC_KEMENLU_011_087,ACC_ESDM_020_225,23550333154.81,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-12-24,ACC_PUPR_033_163,ACC_KEMENLU_011_610,6133143540.26,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-11-11,ACC_BPJS_NA_837,ACC_BPK_004_375,1972706927.34,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-08-19,ACC_PPATK_078_301,ACC_KEMENPAREKRAF_040_660,100523334577.17,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-02-07,ACC_KEMENHAN_012_453,ACC_KEU_015_471,13361326456.48,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-22,ACC_KEMENDAG_090_911,ACC_POLRI_060_224,12448328708.81,Belanja Subsidi,Subsidi pangan,0
2023-12-15,ACC_BPJS_NA_182,ACC_BRIN_124_637,29039017364.31,Belanja Subsidi,Pembayaran subsidi,0
2023-02-08,ACC_BPK_004_772,ACC_ESDM_020_894,7078760799.9,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-04-07,ACC_PPATK_078_870,ACC_KEMENKOPUKM_044_442,18198655557.42,Belanja Barang,Penyewaan jasa kebersihan,0
2023-01-21,ACC_POLRI_060_551,ACC_PPATK_078_735,8828609973.07,Belanja Pegawai,Pembayaran THR,0
2023-04-09,ACC_KEMENPERIN_019_291,ACC_KEMENESDM_020_671,24615137228.09,Belanja Barang,Pengadaan barang operasional,0
2023-10-08,ACC_KOMINFO_059_043,ACC_KEMENKOPUKM_044_486,18689408910.98,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-05-06,ACC_BPS_054_492,ACC_PPATK_078_509,15826102399.55,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-03-10,ACC_KEMENDIKBUD_023_777,ACC_KEMENHAN_012_258,17867126286.42,Belanja Modal,Pembayaran termin proyek resmi,0
2023-03-26,ACC_KEMENDIKBUD_023_049,ACC_PERT_018_495,11260253262.67,Belanja Modal,Pembayaran termin proyek resmi,0
2023-06-26,ACC_KEMENDAG_090_387,ACC_BPJS_NA_970,3690829122.7,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-12,ACC_ESDM_020_230,ACC_KEMENDIKBUD_023_255,26527057608.54,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-03-13,ACC_PERT_018_261,ACC_KOMINFO_059_766,24203548228.22,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-01-13,ACC_PUPR_033_888,ACC_BPK_004_208,23977770359.81,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-05-29,ACC_KEMENKOPUKM_044_834,ACC_PUPR_033_438,11060355074.01,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-12-24,ACC_BPJS_NA_174,ACC_KOMINFO_059_217,263852403088.05,Belanja Subsidi,Subsidi bunga kredit program,0
2023-09-21,ACC_KEMENHAN_012_609,ACC_KEMENKOPUKM_044_629,13578498770.37,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-12-07,ACC_KEMENLU_011_448,ACC_KEMENESDM_020_248,7679510164.07,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-27,ACC_BRIN_124_302,ACC_BRIN_124_302,5996270590.02,Belanja Pegawai,Tunjangan kinerja triwulan,1
2023-04-04,ACC_KEMENHAN_012_666,ACC_KEMENPAREKRAF_040_394,103217788634.81,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-03-21,ACC_PERT_018_804,ACC_KEMENPAREKRAF_040_084,31614095545.94,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-08-20,ACC_KEMENHAN_012_093,ACC_KEMENHAN_012_093,21731406294.58,Belanja Barang,Penyewaan jasa kebersihan,1
2023-06-15,ACC_PPATK_078_159,ACC_BPJS_NA_014,16248268463.22,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-01,ACC_KEMENDAG_090_216,ACC_KEU_015_973,3096938852.38,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-11-01,ACC_PUPR_033_939,ACC_PERT_018_988,11957482934.1,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-05-15,ACC_KOMINFO_059_042,ACC_KOMINFO_059_042,32037525757.83,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,1
2023-02-27,ACC_BRIN_124_814,ACC_KOMINFO_059_834,32809600388.28,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-01,ACC_KEMENESDM_020_125,ACC_BPS_054_067,7958606711.97,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-10,ACC_BRIN_124_326,ACC_KEU_015_565,24600714469.62,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-07-23,ACC_ESDM_020_662,ACC_KEMENESDM_020_805,46430508240.81,Belanja Subsidi,Subsidi energi,0
2023-01-24,ACC_KEMENPERIN_019_368,ACC_KEU_015_212,29606212024.19,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-04-26,ACC_POLRI_060_749,ACC_KEMENPERIN_019_478,20417122206.51,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-16,ACC_BPJS_NA_046,ACC_KEMENESDM_020_823,13736690870.7,Belanja Barang,Penyewaan jasa kebersihan,0
2023-11-29,ACC_BPS_054_449,ACC_KEMENLU_011_536,9548451812.7,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-04,ACC_KEMENKOPUKM_044_536,ACC_POLRI_060_540,3742974395.1,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-08-31,ACC_KEMENKOPUKM_044_950,ACC_KEMENDAG_090_207,23154391889.49,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-06,ACC_KEMENPERIN_019_994,ACC_KEMENLU_011_779,6157994220.87,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-11-21,ACC_SOS_027_483,ACC_KEU_015_397,26629034699.66,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-04-13,ACC_BRIN_124_297,ACC_KEMENHAN_012_178,10663744864.97,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-01-07,ACC_KEMENDAG_090_049,ACC_BRIN_124_538,22125528809.54,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-06-25,ACC_KEMENPAREKRAF_040_591,ACC_KES_024_002,12749961861.38,Belanja Barang,Penyewaan jasa kebersihan,0
2023-01-28,ACC_POLRI_060_333,ACC_KEMENESDM_020_001,17067368854.66,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-02-04,ACC_POLRI_060_112,ACC_KEMENESDM_020_798,18561848792.46,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-05-08,ACC_KOMINFO_059_307,ACC_ESDM_020_534,22018519282.51,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-04-19,ACC_BPK_004_372,ACC_PUPR_033_357,14781718172.95,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-06-18,ACC_KEMENLU_011_914,ACC_BRIN_124_534,7272578746.31,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-04-10,ACC_BRIN_124_384,ACC_ESDM_020_812,30838603525.41,Belanja Barang,Pengadaan barang operasional,0
2023-06-08,ACC_KEMENESDM_020_243,ACC_KEMENPAREKRAF_040_073,35077731991.53,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-18,ACC_POLRI_060_101,ACC_BPS_054_514,17962849087.38,Belanja Modal,Pengadaan aset TIK,0
2023-08-31,ACC_KEMENLU_011_297,ACC_PPATK_078_211,29858077390.16,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-03-23,ACC_KEMENAG_025_656,ACC_BPJS_NA_388,7898430978.2,Belanja Bantuan Sosial,Belanja ATK dan operasional kantor,1
2023-12-21,ACC_KOMINFO_059_389,ACC_KEMENDAGRI_010_337,5317981495.65,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-01,ACC_BRIN_124_074,ACC_KEMENHUB_022_171,3054940511.88,Belanja Pegawai,Pembayaran THR,0
2023-04-10,ACC_BRIN_124_658,ACC_KEMENHAN_012_009,12168629613.69,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-01-29,ACC_KEMENDAG_090_893,ACC_PERT_018_114,21883962870.69,Belanja Barang,Belanja internet dan komunikasi,0
2023-06-06,ACC_PERT_018_335,ACC_KEMENDAG_090_861,47573509297.67,Belanja Subsidi,Pembayaran subsidi,0
2023-08-30,ACC_KEMENPAREKRAF_040_441,ACC_ESDM_020_945,7392193098.97,Belanja Barang,Penyewaan jasa kebersihan,0
2023-04-24,ACC_PPATK_078_062,ACC_KEMENHUB_022_874,40692413952.47,Belanja Subsidi,Subsidi energi,0
2023-12-28,ACC_BRIN_124_722,ACC_KEMENDAGRI_010_954,4696129390.73,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-12-19,ACC_BPK_004_092,ACC_KEMENHAN_012_052,8991667994.94,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-10-27,ACC_PPATK_078_098,ACC_KEMENDAG_090_236,5967649188.78,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-03-08,ACC_KEMENDAGRI_010_542,ACC_KEMENHAN_012_114,18695179685.32,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-05-11,ACC_KEMENAG_025_474,ACC_KEMENDAG_090_697,13202015162.97,Belanja Barang,Belanja pemeliharaan rutin,0
2023-01-03,ACC_SOS_027_430,ACC_KEMENPAREKRAF_040_580,12633724565.38,Belanja Barang,Pengadaan barang operasional,0
2023-05-21,ACC_KEMENESDM_020_743,ACC_KEMENAG_025_300,10244828102.33,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-01-31,ACC_KEMENPERIN_019_047,ACC_KES_024_130,12420339978.89,Belanja Pegawai,Pembayaran THR,0
2023-11-29,ACC_KOMINFO_059_622,ACC_KEMENDIKBUD_023_581,7676223456.83,Belanja Barang,Pengadaan barang operasional,0
2023-06-20,ACC_BRIN_124_383,ACC_KEMENLU_011_985,44431402247.65,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-10-13,ACC_KEMENDAG_090_071,ACC_BPS_054_767,49588429596.1,Belanja Subsidi,Pembayaran subsidi,0
2023-01-26,ACC_ESDM_020_313,ACC_KOMINFO_059_126,16066395781.09,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-17,ACC_BPS_054_811,ACC_KEMENAG_025_188,13259953816.77,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-01-11,ACC_ESDM_020_871,ACC_KEMENDAGRI_010_354,15264987370.07,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-03-26,ACC_KES_024_100,ACC_KES_024_100,41542464999.04,Belanja Modal,Pembangunan/rehabilitasi gedung,1
2023-04-24,ACC_KEMENESDM_020_491,ACC_PERT_018_255,4364992017.72,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-01-30,ACC_KEMENESDM_020_264,ACC_PUPR_033_610,16357157194.59,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-07-26,ACC_KEMENKOPUKM_044_896,ACC_POLRI_060_328,8309181182.23,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-02-09,ACC_PERT_018_992,ACC_KEMENAG_025_026,36682326470.44,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-06-16,ACC_KEMENPAREKRAF_040_700,ACC_KES_024_169,6312039905.49,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-08-17,ACC_KEMENPERIN_019_979,ACC_BPS_054_609,10464353911.69,Belanja Pegawai,Pembayaran THR,0
2023-01-12,ACC_KEMENLU_011_072,ACC_BPS_054_645,18654942327.69,Belanja Barang,Belanja pemeliharaan rutin,0
2023-06-26,ACC_KEMENLU_011_282,ACC_KEU_015_133,53836386366.77,Belanja Modal,Pembayaran termin proyek resmi,0
2023-10-06,ACC_KEMENHUB_022_865,ACC_KOMINFO_059_747,19052570383.67,Belanja Barang,Penyewaan jasa kebersihan,0
2023-04-27,ACC_KEU_015_798,ACC_KEMENDAGRI_010_794,31917968214.77,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-08-29,ACC_KEU_015_422,ACC_BRIN_124_898,14465227045.57,Belanja Barang,Pengadaan barang operasional,0
2023-02-15,ACC_KEMENESDM_020_050,ACC_PPATK_078_678,12200244864.42,Belanja Lain-lain,Belanja tak terduga,0
2023-11-26,ACC_BPK_004_785,ACC_BPJS_NA_759,25155064987.41,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-07-05,ACC_KEMENDAG_090_070,ACC_ESDM_020_974,23374731071.87,Belanja Barang,Pengadaan barang operasional,0
2023-04-09,ACC_KEMENLU_011_910,ACC_KEMENDIKBUD_023_278,15008682693.26,Belanja Barang,Belanja internet dan komunikasi,0
2023-04-14,ACC_KEMENDAG_090_946,ACC_PERT_018_601,21659840411.98,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-09-08,ACC_PUPR_033_521,ACC_KEMENDAG_090_079,50104293396.66,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-26,ACC_KEMENKOPUKM_044_226,ACC_PPATK_078_051,15645130711.03,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-04-30,ACC_KEMENPERIN_019_443,ACC_KEMENDIKBUD_023_838,8761607980.43,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-07-11,ACC_BPS_054_497,ACC_BRIN_124_403,7546234726.84,Belanja Barang,Belanja ATK dan operasional kantor,0
